work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-2024-100404,MP_19,Jalpaiguri,Nakashipara,Kalinagar,Community,"Renovation of crematorium boundary wall at Kalinagar under MPLADS, Ward No. 4, Nakashipara block, Jalpaiguri district",37.45,2024,Ongoing,False,
MPLAD-DUP-200093,MP_27,Bardhaman,Ranaghat-I,Aistala,Road,"Building of 426 m RCC road from Panchberia to Nokari at Aistala under MPLADS, Ward No. 24, Ranaghat-I block, Bardhaman district",25.07,2020,Completed,True,MPLAD-2019-101134
MPLAD-DUP-200034,MP_08,Malda,Hanskhali,Dhantala,Sports,"Development of playground with boundary fencing at Dhantala under MPLADS, Ward No. 5, Hanskhali block, Malda district",30.87,2022,Completed,True,MPLAD-2021-101031
MPLAD-2022-101011,MP_33,Howrah,Santipur,Nokari,Health,"Construction of waiting shed at Nokari Sub-Centre under MPLADS, Ward No. 7, Santipur block, Howrah district",36.08,2022,Completed,False,
MPLAD-2025-100104,MP_05,Bankura,Chakdaha,Barasat,Irrigation,"Re-excavation of village pond for irrigation at Barasat under MPLADS, Ward No. 19, Chakdaha block, Bankura district",18.23,2025,Completed,False,
MPLAD-2020-101079,MP_13,Bardhaman,Tehatta-I,Subarnapur,Electrification,"Installation of 1 solar street lights at Subarnapur, Tehatta-I under MPLADS, Ward No. 22, Tehatta-I block, Bardhaman district",38.66,2020,Sanctioned,False,
MPLAD-2019-100700,MP_28,Bankura,Tehatta-I,Dhantala,Electrification,"Providing LED high mast lighting at Dhantala market area under MPLADS, Ward No. 22, Tehatta-I block, Bankura district",26.39,2019,Ongoing,False,
MPLAD-2025-100062,MP_30,Nadia,Krishnanagar-II,Rautari,Health,"Construction of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 3, Krishnanagar-II block, Nadia district",28.91,2025,Ongoing,False,
MPLAD-2020-100281,MP_38,Jalpaiguri,Nakashipara,Barasat,Water,"Installation of 5 deep tube wells with submersible pump at Barasat under MPLADS, Ward No. 18, Nakashipara block, Jalpaiguri district",33.39,2020,Completed,False,
MPLAD-2021-100765,MP_32,Howrah,Tehatta-I,Jaguli,Education,"Construction of additional classroom block at Jaguli Primary School under MPLADS, Ward No. 8, Tehatta-I block, Howrah district",29.54,2021,Completed,False,
MPLAD-2019-100238,MP_12,Jalpaiguri,Ranaghat-I,Rautari,Water,"Construction of overhead water reservoir of 7000 litre capacity at Rautari under MPLADS, Ward No. 13, Ranaghat-I block, Jalpaiguri district",28.42,2019,Ongoing,False,
MPLAD-2025-100223,MP_18,Birbhum,Krishnanagar-II,Muragachha,Health,"Supply of ambulance to Krishnanagar-II Rural Hospital under MPLADS under MPLADS, Ward No. 20, Krishnanagar-II block, Birbhum district",5.03,2025,Completed,False,
MPLAD-2024-100145,MP_18,Hooghly,Ranaghat-I,Subarnapur,Sanitation,"Construction of 5 community sanitary complex at Subarnapur under MPLADS, Ward No. 24, Ranaghat-I block, Hooghly district",40.32,2024,Ongoing,False,
MPLAD-DUP-200010,MP_12,Malda,Nakashipara,Aistala,Road,"Upgradation and black-topping of village approach road at Aistala, Nakashipara under MPLADS, Ward No. 14, Nakashipara block, Malda district",3.39,2022,Completed,True,MPLAD-2021-100009
MPLAD-2021-100373,MP_20,Jalpaiguri,Nakashipara,Barasat,Sports,"Development of playground with boundary fencing at Barasat under MPLADS, Ward No. 8, Nakashipara block, Jalpaiguri district",10.09,2021,Ongoing,False,
MPLAD-2025-100118,MP_24,Purulia,Haringhata,Rautari,Road,"Construction of 1591 m concrete road from Rautari to Aistala at Rautari under MPLADS, Ward No. 21, Haringhata block, Purulia district",25.58,2025,Completed,False,
MPLAD-2024-100936,MP_34,Jalpaiguri,Hanskhali,Nokari,Road,"Improvement and metalling of village approach road at Nokari, Hanskhali under MPLADS, Ward No. 20, Hanskhali block, Jalpaiguri district",7.79,2024,Ongoing,False,
MPLAD-2024-100250,MP_14,Birbhum,Santipur,Rautari,Road,"Construction of 1615 m concrete road from Debagram to Bahirgachi at Rautari under MPLADS, Ward No. 1, Santipur block, Birbhum district",26.67,2024,Completed,False,
MPLAD-DUP-200049,MP_12,Bankura,Ranaghat-I,Subarnapur,Health,"Procurement and supply of ambulance to Ranaghat-I Rural Hospital under MPLADS under MPLADS, Ward No. 9, Ranaghat-I block, Bankura district",26.74,2024,Completed,True,MPLAD-2023-100921
MPLAD-2021-100009,MP_12,Malda,Nakashipara,Aistala,Road,"Improvement and metalling of village approach road at Aistala, Nakashipara under MPLADS, Ward No. 14, Nakashipara block, Malda district",2.84,2021,Completed,False,
MPLAD-2020-100449,MP_28,Nadia,Chakdaha,Debagram,Road,"Improvement and metalling of village approach road at Debagram, Chakdaha under MPLADS, Ward No. 10, Chakdaha block, Nadia district",38.84,2020,Completed,False,
MPLAD-DUP-200037,MP_29,Murshidabad,Krishnanagar-II,Kalinagar,Electrification,"Installation of 5 solar street lights at Kalinagar, Krishnanagar-II under MPLADS, Ward No. 6, Krishnanagar-II block, Murshidabad district",38.61,2020,Ongoing,True,MPLAD-2019-100987
MPLAD-2024-100593,MP_01,Purulia,Santipur,Mamjoan,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 12, Santipur block, Purulia district",40.98,2024,Completed,False,
MPLAD-2023-100389,MP_06,Bankura,Krishnanagar-II,Fatepur,Electrification,"Providing LED high mast lighting at Fatepur market area under MPLADS, Ward No. 7, Krishnanagar-II block, Bankura district",18.62,2023,Sanctioned,False,
MPLAD-2021-100723,MP_21,Hooghly,Hanskhali,Dhantala,Electrification,"Providing LED high mast lighting at Dhantala market area under MPLADS, Ward No. 11, Hanskhali block, Hooghly district",28.63,2021,Completed,False,
MPLAD-2023-101040,MP_37,Malda,Ranaghat-I,Nokari,Water,"Installation of 7 deep tube wells with submersible pump at Nokari under MPLADS, Ward No. 18, Ranaghat-I block, Malda district",41.24,2023,Ongoing,False,
MPLAD-2023-100557,MP_21,Hooghly,Krishnanagar-II,Fatepur,Sanitation,"Construction of 7 community sanitary complex at Fatepur under MPLADS, Ward No. 18, Krishnanagar-II block, Hooghly district",17.79,2023,Ongoing,False,
MPLAD-2024-100460,MP_06,Bardhaman,Nakashipara,Debagram,Community,"Renovation of crematorium boundary wall at Debagram under MPLADS, Ward No. 1, Nakashipara block, Bardhaman district",36.64,2024,Ongoing,False,
MPLAD-2023-101194,MP_19,Jalpaiguri,Ranaghat-I,Fatepur,Health,"Construction of waiting shed at Fatepur Sub-Centre under MPLADS, Ward No. 20, Ranaghat-I block, Jalpaiguri district",17.72,2023,Completed,False,
MPLAD-2023-100144,MP_19,Malda,Kaliganj,Mamjoan,Health,"Construction of waiting shed at Mamjoan Sub-Centre under MPLADS, Ward No. 8, Kaliganj block, Malda district",42.83,2023,Completed,False,
MPLAD-2023-100501,MP_28,Jalpaiguri,Tehatta-I,Subarnapur,Health,"Construction of waiting shed at Subarnapur Sub-Centre under MPLADS, Ward No. 12, Tehatta-I block, Jalpaiguri district",44.48,2023,Sanctioned,False,
MPLAD-2019-101197,MP_13,Bankura,Tehatta-I,Barasat,Education,"Supply of benches and desks to Barasat High School under MPLADS under MPLADS, Ward No. 4, Tehatta-I block, Bankura district",8.98,2019,Completed,False,
MPLAD-2019-100539,MP_04,Jalpaiguri,Krishnanagar-II,Kalinagar,Electrification,"Installation of 4 solar street lights at Kalinagar, Krishnanagar-II under MPLADS, Ward No. 9, Krishnanagar-II block, Jalpaiguri district",34.47,2019,Sanctioned,False,
MPLAD-2021-100177,MP_03,Hooghly,Tehatta-I,Debagram,Road,"Improvement and metalling of village approach road at Debagram, Tehatta-I under MPLADS, Ward No. 5, Tehatta-I block, Hooghly district",17.05,2021,Completed,False,
MPLAD-DUP-200051,MP_17,Purulia,Ranaghat-I,Dhantala,Water,"Construction of overhead water reservoir of 8000 litre capacity at Dhantala under MPLADS, Ward No. 14, Ranaghat-I block, Purulia district",43.29,2020,Completed,True,MPLAD-2019-100798
MPLAD-2025-100993,MP_19,Howrah,Santipur,Nokari,Electrification,"Providing LED high mast lighting at Nokari market area under MPLADS, Ward No. 22, Santipur block, Howrah district",14.04,2025,Completed,False,
MPLAD-2020-101198,MP_27,Howrah,Santipur,Jaguli,Water,"Installation of 5 deep tube wells with submersible pump at Jaguli under MPLADS, Ward No. 14, Santipur block, Howrah district",20.42,2020,Completed,False,
MPLAD-DUP-200090,MP_30,Purulia,Chakdaha,Barasat,Education,"Building of extra class rooms at Barasat Primary School under MPLADS, Ward No. 3, Chakdaha block, Purulia district",16.84,2024,Ongoing,True,MPLAD-2023-100382
MPLAD-2019-100007,MP_26,Hooghly,Karimpur-II,Fatepur,Electrification,"Installation of 7 solar street lights at Fatepur, Karimpur-II under MPLADS, Ward No. 20, Karimpur-II block, Hooghly district",32.17,2019,Ongoing,False,
MPLAD-2020-100708,MP_07,Jalpaiguri,Nakashipara,Rautari,Health,"Construction of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 2, Nakashipara block, Jalpaiguri district",8.42,2020,Completed,False,
MPLAD-2020-101023,MP_17,Bankura,Haringhata,Jaguli,Education,"Supply of benches and desks to Jaguli High School under MPLADS under MPLADS, Ward No. 11, Haringhata block, Bankura district",32.73,2020,Completed,False,
MPLAD-2019-100357,MP_33,Bankura,Haringhata,Bahirgachi,Electrification,"Providing LED high mast lighting at Bahirgachi market area under MPLADS, Ward No. 16, Haringhata block, Bankura district",13.56,2019,Completed,False,
MPLAD-2019-100329,MP_17,Bankura,Karimpur-II,Mamjoan,Water,"Construction of overhead water reservoir of 7000 litre capacity at Mamjoan under MPLADS, Ward No. 3, Karimpur-II block, Bankura district",27.52,2019,Sanctioned,False,
MPLAD-2025-100818,MP_11,Birbhum,Hanskhali,Dhantala,Community,"Construction of community hall with toilet block at Dhantala under MPLADS, Ward No. 10, Hanskhali block, Birbhum district",40.06,2025,Ongoing,False,
MPLAD-2020-100967,MP_39,Murshidabad,Ranaghat-I,Panchberia,Education,"Construction of additional classroom block at Panchberia Primary School under MPLADS, Ward No. 3, Ranaghat-I block, Murshidabad district",23.96,2020,Completed,False,
MPLAD-2025-100258,MP_09,Nadia,Kaliganj,Mamjoan,Electrification,"Installation of 4 solar street lights at Mamjoan, Kaliganj under MPLADS, Ward No. 2, Kaliganj block, Nadia district",20.68,2025,Ongoing,False,
MPLAD-DUP-200006,MP_36,Murshidabad,Chakdaha,Bahirgachi,Community,"Renovation of crematorium boundary wall at Bahirgachi under MPLADS, Ward No. 18, Chakdaha block, Murshidabad district",26.67,2023,Sanctioned,True,MPLAD-2022-100752
MPLAD-2020-100372,MP_26,Nadia,Haringhata,Fatepur,Health,"Supply of ambulance to Haringhata Rural Hospital under MPLADS under MPLADS, Ward No. 12, Haringhata block, Nadia district",16.78,2020,Ongoing,False,
MPLAD-2024-100901,MP_33,Jalpaiguri,Ranaghat-I,Panchberia,Health,"Construction of waiting shed at Panchberia Sub-Centre under MPLADS, Ward No. 1, Ranaghat-I block, Jalpaiguri district",42.91,2024,Completed,False,
MPLAD-2021-100695,MP_25,Hooghly,Nakashipara,Dhantala,Sports,"Development of playground with boundary fencing at Dhantala under MPLADS, Ward No. 10, Nakashipara block, Hooghly district",20.35,2021,Completed,False,
MPLAD-2019-100966,MP_33,Howrah,Hanskhali,Subarnapur,Sanitation,"Construction of 7 community sanitary complex at Subarnapur under MPLADS, Ward No. 16, Hanskhali block, Howrah district",22.2,2019,Ongoing,False,
MPLAD-2019-100525,MP_03,Jalpaiguri,Santipur,Dhantala,Community,"Construction of community hall with toilet block at Dhantala under MPLADS, Ward No. 23, Santipur block, Jalpaiguri district",33.6,2019,Completed,False,
MPLAD-2022-100948,MP_01,Hooghly,Hanskhali,Subarnapur,Health,"Supply of ambulance to Hanskhali Rural Hospital under MPLADS under MPLADS, Ward No. 8, Hanskhali block, Hooghly district",37.09,2022,Completed,False,
MPLAD-2021-100849,MP_27,Jalpaiguri,Karimpur-II,Bahirgachi,Education,"Supply of benches and desks to Bahirgachi High School under MPLADS under MPLADS, Ward No. 12, Karimpur-II block, Jalpaiguri district",17.52,2021,Ongoing,False,
MPLAD-2024-100873,MP_30,Murshidabad,Krishnanagar-II,Rautari,Health,"Supply of ambulance to Krishnanagar-II Rural Hospital under MPLADS under MPLADS, Ward No. 5, Krishnanagar-II block, Murshidabad district",18.32,2024,Completed,False,
MPLAD-DUP-200033,MP_27,Murshidabad,Santipur,Debagram,Water,"Setting up of 6 borewells with submersible pump at Debagram under MPLADS, Ward No. 8, Santipur block, Murshidabad district",44.1,2024,Completed,True,MPLAD-2023-100333
MPLAD-2025-100440,MP_30,Bardhaman,Chakdaha,Nokari,Water,"Construction of overhead water reservoir of 3000 litre capacity at Nokari under MPLADS, Ward No. 6, Chakdaha block, Bardhaman district",15.26,2025,Completed,False,
MPLAD-2025-100531,MP_21,Jalpaiguri,Karimpur-II,Bhatjangla,Health,"Construction of waiting shed at Bhatjangla Sub-Centre under MPLADS, Ward No. 15, Karimpur-II block, Jalpaiguri district",38.52,2025,Completed,False,
MPLAD-2021-100226,MP_14,Bankura,Kaliganj,Dhantala,Road,"Improvement and metalling of village approach road at Dhantala, Kaliganj under MPLADS, Ward No. 20, Kaliganj block, Bankura district",25.73,2021,Completed,False,
MPLAD-2023-100228,MP_36,Hooghly,Kaliganj,Fatepur,Electrification,"Providing LED high mast lighting at Fatepur market area under MPLADS, Ward No. 6, Kaliganj block, Hooghly district",7.59,2023,Ongoing,False,
MPLAD-2024-101125,MP_37,Hooghly,Ranaghat-I,Aistala,Irrigation,"Re-excavation of village pond for irrigation at Aistala under MPLADS, Ward No. 2, Ranaghat-I block, Hooghly district",13.39,2024,Completed,False,
MPLAD-2021-100212,MP_35,Birbhum,Tehatta-I,Bahirgachi,Electrification,"Providing LED high mast lighting at Bahirgachi market area under MPLADS, Ward No. 15, Tehatta-I block, Birbhum district",22.19,2021,Completed,False,
MPLAD-2021-100079,MP_20,Howrah,Hanskhali,Bahirgachi,Water,"Construction of overhead water reservoir of 2000 litre capacity at Bahirgachi under MPLADS, Ward No. 16, Hanskhali block, Howrah district",27.01,2021,Completed,False,
MPLAD-2020-100148,MP_04,Murshidabad,Tehatta-I,Mamjoan,Health,"Construction of waiting shed at Mamjoan Sub-Centre under MPLADS, Ward No. 12, Tehatta-I block, Murshidabad district",30.54,2020,Ongoing,False,
MPLAD-DUP-200062,MP_19,Jalpaiguri,Chakdaha,Rautari,Health,"Building of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 9, Chakdaha block, Jalpaiguri district",18.95,2023,Completed,True,MPLAD-2022-100220
MPLAD-2024-101069,MP_01,Malda,Santipur,Dhantala,Water,"Installation of 4 deep tube wells with submersible pump at Dhantala under MPLADS, Ward No. 2, Santipur block, Malda district",8.49,2024,Completed,False,
MPLAD-2022-100682,MP_11,Nadia,Kaliganj,Nokari,Irrigation,"Re-excavation of village pond for irrigation at Nokari under MPLADS, Ward No. 12, Kaliganj block, Nadia district",30.01,2022,Completed,False,
MPLAD-2019-100133,MP_09,Murshidabad,Karimpur-II,Mamjoan,Community,"Renovation of crematorium boundary wall at Mamjoan under MPLADS, Ward No. 3, Karimpur-II block, Murshidabad district",42.46,2019,Completed,False,
MPLAD-2025-100909,MP_09,Hooghly,Hanskhali,Muragachha,Health,"Construction of waiting shed at Muragachha Sub-Centre under MPLADS, Ward No. 22, Hanskhali block, Hooghly district",25.57,2025,Ongoing,False,
MPLAD-2021-100408,MP_17,Birbhum,Hanskhali,Mamjoan,Health,"Construction of waiting shed at Mamjoan Sub-Centre under MPLADS, Ward No. 5, Hanskhali block, Birbhum district",24.35,2021,Completed,False,
MPLAD-2020-100778,MP_01,Jalpaiguri,Krishnanagar-II,Panchberia,Water,"Construction of overhead water reservoir of 6000 litre capacity at Panchberia under MPLADS, Ward No. 18, Krishnanagar-II block, Jalpaiguri district",26.49,2020,Ongoing,False,
MPLAD-2022-100507,MP_21,Jalpaiguri,Krishnanagar-II,Debagram,Water,"Construction of overhead water reservoir of 3000 litre capacity at Debagram under MPLADS, Ward No. 16, Krishnanagar-II block, Jalpaiguri district",14.22,2022,Ongoing,False,
MPLAD-2024-101027,MP_20,Birbhum,Santipur,Barasat,Sanitation,"Construction of 6 community sanitary complex at Barasat under MPLADS, Ward No. 12, Santipur block, Birbhum district",36.12,2024,Sanctioned,False,
MPLAD-2019-100504,MP_19,Jalpaiguri,Hanskhali,Barasat,Education,"Supply of benches and desks to Barasat High School under MPLADS under MPLADS, Ward No. 12, Hanskhali block, Jalpaiguri district",8.65,2019,Ongoing,False,
MPLAD-2023-100781,MP_03,Hooghly,Hanskhali,Barasat,Health,"Construction of waiting shed at Barasat Sub-Centre under MPLADS, Ward No. 17, Hanskhali block, Hooghly district",42.58,2023,Completed,False,
MPLAD-2023-100347,MP_13,Malda,Ranaghat-I,Debagram,Water,"Construction of overhead water reservoir of 8000 litre capacity at Debagram under MPLADS, Ward No. 22, Ranaghat-I block, Malda district",31.83,2023,Sanctioned,False,
MPLAD-2020-100386,MP_35,Murshidabad,Kaliganj,Debagram,Road,"Construction of 1320 m concrete road from Barasat to Barasat at Debagram under MPLADS, Ward No. 14, Kaliganj block, Murshidabad district",11.5,2020,Completed,False,
MPLAD-2019-100000,MP_04,Malda,Tehatta-I,Mamjoan,Road,"Improvement and metalling of village approach road at Mamjoan, Tehatta-I under MPLADS, Ward No. 11, Tehatta-I block, Malda district",43.94,2019,Ongoing,False,
MPLAD-2022-100360,MP_36,Hooghly,Santipur,Jaguli,Education,"Supply of benches and desks to Jaguli High School under MPLADS under MPLADS, Ward No. 20, Santipur block, Hooghly district",8.07,2022,Sanctioned,False,
MPLAD-DUP-200026,MP_22,Nadia,Hanskhali,Muragachha,Water,"Setting up of 6 borewells with submersible pump at Muragachha under MPLADS, Ward No. 23, Hanskhali block, Nadia district",13.32,2025,Ongoing,True,MPLAD-2025-100356
MPLAD-2025-100475,MP_09,Jalpaiguri,Hanskhali,Mamjoan,Water,"Construction of overhead water reservoir of 8000 litre capacity at Mamjoan under MPLADS, Ward No. 3, Hanskhali block, Jalpaiguri district",42.57,2025,Completed,False,
MPLAD-2024-101111,MP_12,Jalpaiguri,Tehatta-I,Rautari,Health,"Construction of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 13, Tehatta-I block, Jalpaiguri district",23.46,2024,Completed,False,
MPLAD-2019-100903,MP_08,Murshidabad,Kaliganj,Debagram,Water,"Construction of overhead water reservoir of 5000 litre capacity at Debagram under MPLADS, Ward No. 7, Kaliganj block, Murshidabad district",38.32,2019,Completed,False,
MPLAD-DUP-200046,MP_01,Murshidabad,Kaliganj,Bhatjangla,Road,"Building of 809 m RCC road from Subarnapur to Jaguli at Bhatjangla under MPLADS, Ward No. 13, Kaliganj block, Murshidabad district",23.37,2025,Ongoing,True,MPLAD-2024-100152
MPLAD-2019-100875,MP_05,Murshidabad,Nakashipara,Rautari,Water,"Construction of overhead water reservoir of 8000 litre capacity at Rautari under MPLADS, Ward No. 24, Nakashipara block, Murshidabad district",14.01,2019,Ongoing,False,
MPLAD-DUP-200023,MP_09,Malda,Krishnanagar-II,Jaguli,Water,"Building of overhead water reservoir of 4000 litre capacity at Jaguli under MPLADS, Ward No. 19, Krishnanagar-II block, Malda district",14.92,2025,Completed,True,MPLAD-2024-101055
MPLAD-2023-100172,MP_11,Nadia,Nakashipara,Bahirgachi,Health,"Construction of waiting shed at Bahirgachi Sub-Centre under MPLADS, Ward No. 23, Nakashipara block, Nadia district",19.71,2023,Ongoing,False,
MPLAD-2021-100450,MP_08,Nadia,Haringhata,Jaguli,Education,"Supply of benches and desks to Jaguli High School under MPLADS under MPLADS, Ward No. 8, Haringhata block, Nadia district",15.93,2021,Completed,False,
MPLAD-2025-100125,MP_23,Jalpaiguri,Tehatta-I,Panchberia,Sports,"Development of playground with boundary fencing at Panchberia under MPLADS, Ward No. 16, Tehatta-I block, Jalpaiguri district",19.3,2025,Completed,False,
MPLAD-2020-100911,MP_35,Jalpaiguri,Chakdaha,Dhantala,Electrification,"Providing LED high mast lighting at Dhantala market area under MPLADS, Ward No. 20, Chakdaha block, Jalpaiguri district",30.15,2020,Ongoing,False,
MPLAD-2024-100530,MP_34,Jalpaiguri,Haringhata,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 23, Haringhata block, Jalpaiguri district",37.71,2024,Ongoing,False,
MPLAD-2025-100090,MP_02,Howrah,Krishnanagar-II,Debagram,Water,"Construction of overhead water reservoir of 1000 litre capacity at Debagram under MPLADS, Ward No. 6, Krishnanagar-II block, Howrah district",6.25,2025,Ongoing,False,
MPLAD-DUP-200054,MP_35,Malda,Ranaghat-I,Barasat,Sanitation,"Building of 1 community sanitary complex at Barasat under MPLADS, Ward No. 11, Ranaghat-I block, Malda district",14.09,2024,Completed,True,MPLAD-2023-100655
MPLAD-2025-100181,MP_15,Howrah,Santipur,Barasat,Community,"Renovation of crematorium boundary wall at Barasat under MPLADS, Ward No. 13, Santipur block, Howrah district",18.79,2025,Completed,False,
MPLAD-2025-100762,MP_33,Murshidabad,Chakdaha,Kalinagar,Health,"Construction of waiting shed at Kalinagar Sub-Centre under MPLADS, Ward No. 8, Chakdaha block, Murshidabad district",13.56,2025,Completed,False,
MPLAD-2020-100414,MP_06,Birbhum,Nakashipara,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 3, Nakashipara block, Birbhum district",44.87,2020,Completed,False,
MPLAD-2025-100251,MP_07,Howrah,Haringhata,Muragachha,Water,"Construction of overhead water reservoir of 7000 litre capacity at Muragachha under MPLADS, Ward No. 17, Haringhata block, Howrah district",10.71,2025,Completed,False,
MPLAD-2025-100069,MP_09,Murshidabad,Hanskhali,Bahirgachi,Electrification,"Installation of 4 solar street lights at Bahirgachi, Hanskhali under MPLADS, Ward No. 8, Hanskhali block, Murshidabad district",26.4,2025,Completed,False,
MPLAD-2024-100131,MP_33,Hooghly,Hanskhali,Dhantala,Health,"Construction of waiting shed at Dhantala Sub-Centre under MPLADS, Ward No. 6, Hanskhali block, Hooghly district",28.33,2024,Completed,False,
MPLAD-2025-100300,MP_24,Malda,Santipur,Nokari,Electrification,"Providing LED high mast lighting at Nokari market area under MPLADS, Ward No. 8, Santipur block, Malda district",32.4,2025,Ongoing,False,
MPLAD-2023-100774,MP_31,Hooghly,Ranaghat-I,Panchberia,Health,"Construction of waiting shed at Panchberia Sub-Centre under MPLADS, Ward No. 24, Ranaghat-I block, Hooghly district",1.76,2023,Sanctioned,False,
MPLAD-2023-100326,MP_35,Murshidabad,Kaliganj,Subarnapur,Sports,"Development of playground with boundary fencing at Subarnapur under MPLADS, Ward No. 8, Kaliganj block, Murshidabad district",34.74,2023,Completed,False,
MPLAD-DUP-200067,MP_18,Nadia,Kaliganj,Jaguli,Electrification,"Setting up of 3 solar street lights at Jaguli, Kaliganj under MPLADS, Ward No. 10, Kaliganj block, Nadia district",19.52,2023,Completed,True,MPLAD-2022-100381
MPLAD-2020-100918,MP_17,Hooghly,Chakdaha,Panchberia,Education,"Construction of additional classroom block at Panchberia Primary School under MPLADS, Ward No. 4, Chakdaha block, Hooghly district",20.71,2020,Completed,False,
MPLAD-2021-100499,MP_30,Birbhum,Santipur,Nokari,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 14, Santipur block, Birbhum district",18.55,2021,Ongoing,False,
MPLAD-DUP-200082,MP_15,Murshidabad,Ranaghat-I,Jaguli,Community,"Renovation of crematorium boundary wall at Jaguli under MPLADS, Ward No. 5, Ranaghat-I block, Murshidabad district",19.5,2022,Completed,True,MPLAD-2021-100968
MPLAD-2019-100364,MP_26,Murshidabad,Hanskhali,Dhantala,Electrification,"Installation of 2 solar street lights at Dhantala, Hanskhali under MPLADS, Ward No. 14, Hanskhali block, Murshidabad district",42.83,2019,Completed,False,
MPLAD-2024-100495,MP_38,Malda,Ranaghat-I,Aistala,Road,"Improvement and metalling of village approach road at Aistala, Ranaghat-I under MPLADS, Ward No. 10, Ranaghat-I block, Malda district",20.61,2024,Completed,False,
MPLAD-DUP-200007,MP_07,Howrah,Santipur,Rautari,Education,"Building of additional classroom block at Rautari Primary School under MPLADS, Ward No. 16, Santipur block, Howrah district",43.38,2023,Completed,True,MPLAD-2022-100927
MPLAD-2021-100338,MP_19,Bardhaman,Karimpur-II,Mamjoan,Community,"Construction of community hall with toilet block at Mamjoan under MPLADS, Ward No. 2, Karimpur-II block, Bardhaman district",15.72,2021,Completed,False,
MPLAD-2020-100421,MP_31,Malda,Ranaghat-I,Bhatjangla,Sanitation,"Construction of 8 community sanitary complex at Bhatjangla under MPLADS, Ward No. 16, Ranaghat-I block, Malda district",7.94,2020,Sanctioned,False,
MPLAD-2022-100164,MP_04,Bankura,Chakdaha,Muragachha,Water,"Installation of 5 deep tube wells with submersible pump at Muragachha under MPLADS, Ward No. 7, Chakdaha block, Bankura district",8.18,2022,Completed,False,
MPLAD-2019-100028,MP_31,Purulia,Kaliganj,Muragachha,Education,"Supply of benches and desks to Muragachha High School under MPLADS under MPLADS, Ward No. 2, Kaliganj block, Purulia district",43.77,2019,Completed,False,
MPLAD-2024-100516,MP_15,Birbhum,Ranaghat-I,Muragachha,Health,"Supply of ambulance to Ranaghat-I Rural Hospital under MPLADS under MPLADS, Ward No. 22, Ranaghat-I block, Birbhum district",8.45,2024,Completed,False,
MPLAD-2023-100193,MP_01,Jalpaiguri,Ranaghat-I,Dhantala,Water,"Construction of overhead water reservoir of 6000 litre capacity at Dhantala under MPLADS, Ward No. 17, Ranaghat-I block, Jalpaiguri district",24.14,2023,Completed,False,
MPLAD-2021-101171,MP_39,Bardhaman,Krishnanagar-II,Mamjoan,Community,"Construction of community hall with toilet block at Mamjoan under MPLADS, Ward No. 23, Krishnanagar-II block, Bardhaman district",12.77,2021,Completed,False,
MPLAD-2021-100905,MP_28,Murshidabad,Chakdaha,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 14, Chakdaha block, Murshidabad district",39.48,2021,Sanctioned,False,
MPLAD-2020-100169,MP_39,Hooghly,Haringhata,Fatepur,Education,"Supply of benches and desks to Fatepur High School under MPLADS under MPLADS, Ward No. 2, Haringhata block, Hooghly district",7.47,2020,Ongoing,False,
MPLAD-2023-100823,MP_17,Howrah,Santipur,Kalinagar,Water,"Construction of overhead water reservoir of 7000 litre capacity at Kalinagar under MPLADS, Ward No. 9, Santipur block, Howrah district",17.09,2023,Completed,False,
MPLAD-2020-100652,MP_22,Hooghly,Nakashipara,Aistala,Road,"Improvement and metalling of village approach road at Aistala, Nakashipara under MPLADS, Ward No. 24, Nakashipara block, Hooghly district",26.55,2020,Completed,False,
MPLAD-2024-100173,MP_21,Jalpaiguri,Santipur,Jaguli,Road,"Improvement and metalling of village approach road at Jaguli, Santipur under MPLADS, Ward No. 4, Santipur block, Jalpaiguri district",15.19,2024,Completed,False,
MPLAD-2019-100518,MP_05,Jalpaiguri,Chakdaha,Subarnapur,Community,"Construction of community hall with toilet block at Subarnapur under MPLADS, Ward No. 22, Chakdaha block, Jalpaiguri district",43.48,2019,Completed,False,
MPLAD-2022-101053,MP_06,Jalpaiguri,Karimpur-II,Jaguli,Road,"Construction of 1507 m concrete road from Jaguli to Aistala at Jaguli under MPLADS, Ward No. 2, Karimpur-II block, Jalpaiguri district",4.95,2022,Sanctioned,False,
MPLAD-2025-101042,MP_36,Birbhum,Tehatta-I,Bhatjangla,Sanitation,"Construction of 1 community sanitary complex at Bhatjangla under MPLADS, Ward No. 16, Tehatta-I block, Birbhum district",29.47,2025,Completed,False,
